"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Sudan","SDN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39282199947.6431","43660879338.9877","47593246916.681","50947318273.8448","52558737453.4486","56878813964.0924","61348495374.2324","73834691685.0222","77881417319.3581","81435239642.8928","88564739249.0336","96445600317.7709","103827359884.418","112535655148.557","121502742732.612","132384431093.173","145380169265.989","157882741887.181","167115045790.856","163492001090.788","171863473858.078","169772374359.292","136998908640.888","140750771539.855","165409530125.751","168783439920.87","184446367323.917","181639236414.642","185735342775.64","178285831253.721","156677404687.453","156168260027.791","165699797555.15","121136486067.806","107325139957.427",
"Senegal","SEN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11681748026.0262","12398041146.3121","12847987579.7314","13331428997.512","13609610967.8949","14654819908.6086","15224558681.9116","15958773498.3803","17090032848.8921","18420888625.311","19570436636.2383","20873751077.3476","21212690441.3542","22841550966.6433","24544901105.2273","26405610456.2947","27854350284.0448","29417807069.8791","31094983347.2252","32147815840.6992","33641848599.7654","34793989168.2758","36793686306.646","37962162529.6039","40387333256.6553","43696523920.8699","46623906157.9398","50051751949.2583","53794440219.2467","59654664271.8226","63008586953.5983","71874343647.3324","79963390334.37","86367675226.1367","94552533446.064",
"Singapore","SGP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72567935287.6421","80039818619.3695","87299407293.3142","99610026324.2282","113025308153","123675157845.667","135348780539.884","149132789364.437","147504597165.021","158146154734.85","176346004851.501","178385824943.607","188265410325.5","200714210204.552","226599047614.941","250919344759.03","281953944534.812","315718477176.864","327798172582.134","330241984295.075","382788414439.613","414966621180.859","436192127374.617","448607292111.358","462493850769.64","482409671479.023","504104924057.74","537340573560.544","586215721477.775","600787105909.488","577213563024.154","723237492898.215","806629380658.055","850875741862.077","909690217412.881",
"Solomon Islands","SLB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","419692327.583828","459918668.832816","530140279.467793","564414576.678305","623159696.649089","700411749.32746","724717058.277744","730475717.882167","748225494.260818","755127828.252177","661981252.640134","623029784.03389","614995816.129944","668048893.431304","738721774.068295","817942284.43673","878058873.663981","934672062.420001","1011994076.21695","1047400863.41169","1163051301.40964","1275243266.72819","1331023520.87781","1424577977.84044","1466625068.55014","1505046895.23646","1603745490.75223","1682669410.83853","1768482075.11046","1829103725.63271","1790742946.55102","1920525664.42788","2106879008.43794","2240672978.6838","2353128856.82257",
"Sierra Leone","SLE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5800107037.34636","6137285333.67878","5083677189.73615","5275710862.62851","5283425673.2805","4962679794.35113","5142164694.6974","4923418037.57841","5067621968.57863","5037611643.06096","5494453617.1521","5261673086.04525","6760740234.31567","7548040797.73179","8253190498.19189","8882533946.52934","9548637953.60345","10175086579.955","10753417038.6619","10985371002.627","11825553291.1596","13047238199.0292","15180106235.0926","18132893193.6871","18992888503.1033","18016747683.9373","18985500633.4743","18458970768.5457","19947639782.9398","20916106901.8837","21532775187.7736","23085417016.3665","26045397865.5962","28523326333.4677","30381570304.5728",
"El Salvador","SLV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15423444436.6784","16183269031.9122","17714341895.7591","19189336027.4354","20518666721.9317","21940616241.3864","22523596496.1984","23630976029.2199","24530359386.7219","25415347725.8356","26284209878.3362","27112454179.2006","27966864177.2524","28965452811.1664","30008906876.3667","31779534671.1116","34180345452.5987","35755005601.732","37229049247.6601","36668754238.1559","37913901081.5744","40156336831.7232","41014930721.7797","43540259025.7112","46245033584.1948","49059658944.8194","52431584608.9046","55705683541.0245","57245624328.4326","60709614751.3463","58560345367.2006","67623210509.8633","74584847418.3675","80003362561.6454","84069963659.7839",
"San Marino","SMR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1146203066.27822","1245617705.53978","1377559955.21979","1439466701.9155","1553985487.89759","1583039185.75676","1676814405.39186","1800232207.27163","1901704090.05078","2035432564.89852","2239203606.92984","2270913390.01327","2049094350.39843","1960472690.11422","1834547471.48532","1716096717.85314","1677503706.60645","1727750657.70467","1718776395.90592","1755447197.83168","1774575169.31538","1880099391.17672","1991185509.31366","1919532829.45196","2217650250.23726","2563404991.87884","","",
"Somalia","SOM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3196142639.55324","2991496641.66161","3184613046.86111","2672117737.07809","2837012927.74139","3121397463.88513","3212707603.11258","3462797042.14335","3768802847.65495","4128217444.11005","4521310704.14783","4941920819.23799","5424016437.43473","5965908467.33035","6590462096.47949","7234365833.09903","7927778185.58666","8621462134.44866","9255348422.64424","9994942776.10102","10884050227.9368","12497699432.2334","12154103352.6435","15043200412.4411","18520522054.2121","21071187605.581","23819083389.0575","23976304650.2748","24817512990.2401","24216384566.5524","24049850383.6657","26467106675.8023","28575608117.4546","30429157389.6073",
"Serbia","SRB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38302237722.6205","41408010061.622","45884923685.682","48879627041.4369","44452831323.0461","48212406012.359","51049545262.8293","56720688820.7597","60023937397.8356","65051058715.4117","69925508616.3632","77566242918.0489","86259818628.7086","96453310769.8579","95399006505.6812","97132913474.1468","103470091703.986","104466206525.612","109268355623.316","109089071122.197","110336653309.674","116145024614.706","121357054729.466","128959381818.704","142981510856.386","144970128544.858","159957380264.659","174877126875.262","190375744361.824","209915940223.32",
"Sub-Saharan Africa (excluding high income)","SSA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","906918428243.213","944636049300.843","965470132640.378","980218316374.623","1011255937081.7","1068037513516.22","1142201769189.53","1213184900773.4","1260538094217.74","1308133994552.9","1384857120105.03","1475836660989.79","1592695807418.19","1695605159923.27","1854207583576.77","2026230571493.39","2213383575511.76","2410058039554.09","2582721555328.8","2670551475118.06","2857254162665.94","3039570549770.42","3115650765268.2","3325161760649.51","3555325643629.02","3636837896057.8","3743784841721.59","3954732789041.02","4076908016559.94","4349414581554.17","4359017865999.1","4773155904594.39","5305167167612.98","5623225113116.53","5952680412098.55",
"South Sudan","SSD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25459846093.883","26908388739.2192","28731556887.2399","27963579014.1695","15245740378.7431","21404113972.9807","15423015948.6817","12827976279.3273","","","","","","","","","",
"Sub-Saharan Africa","SSF","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","927355693590.271","964293636859.391","983915500986.819","1001575179245.87","1033724200295.47","1092343634115.62","1170029360932.53","1242460376696.68","1289161720686.28","1338634399029.01","1417930792531.76","1512348043537.91","1630313815314.81","1733061959006.09","1897725391773.69","2076412687440.36","2270725207868.54","2475693270886.96","2656645201454.11","2751289946941.52","2949096444114.81","3143754065955.58","3230559819909.78","3450517163686.11","3707750956189.48","3808831946783.59","3944899675470.24","4177735565339.2","4316339301705.12","4612601224190.14","4648714927196.54","5092757793950.75","5666029047186.69","6021610376538.01","6390448032629.79",
"Small states","SST","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94633486606.0921","98269514014.1922","100356510054.042","103428804446.322","108866181676.886","115383982152.44","121437578550.583","130352299017.887","135510202645.47","141961841358.233","152543471979.206","161128977487.609","170600142875.067","182951491514.811","196076828430.153","209800150371.464","232355071405.311","250816118026.283","262108684171.111","256328912771.834","266227634366.728","280358395370.493","289921620443.196","297565577566.573","308391270678.84","309379284069.455","321696777105.338","343769604168.121","362743680540.571","391517102269.868","370601494408.47","416569170741.928","480602815185.755","517630630788.508","571199477831.85",
"Sao Tome and Principe","STP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","185010526.618417","193564361.916908","199361233.722547","206331693.852456","215373508.524696","224287008.239663","231819075.3717","238166165.569073","246863874.920261","256616187.662463","263605693.710886","277801323.03047","291598047.849038","322010367.88493","342368284.965889","376459531.150897","422475544.05156","449722627.808042","486939448.043886","506122665.925758","519693559.688637","541020702.680323","510473177.606587","568963141.090766","636217933.350876","635224720.801456","676154316.181896","711213101.655078","828353862.937865","993443247.544168","1118602098.8079","1272434617.36875","1365452217.67886","1419852369.84081","1467273474.71863",
"Suriname","SUR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2678193505.5522","2843521586.82893","2919954587.74461","2788892862.96873","2945288230.75423","3007041750.03764","3092714578.008","3325371427.87637","3440087304.71617","3439925148.29931","3591720896.43492","3826844332.47182","3995130087.71496","4330668916.7416","4825129979.64054","5200358636.26088","5671305389.2406","6122697611.01588","6499240326.10661","6736401999.72809","7170692978.31323","7746725931.88615","8543540170.86024","9202587589.4457","9549802477.86613","9622189492.37402","8507962995.52901","10430160138.1193","10704591610.3525","11976970718.446","10376871438.022","11405269573.3629","12512408102.7077","13291848753.1644","13999818895.3817",
"Slovak Republic","SVK","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45746148514.2538","40400779746.444","38544037813.4043","40281536184.9059","43694753750.5836","47217920335.7263","51025664136.9488","54558166481.687","57493674688.4548","57875786297.0919","61256649592.8426","66529367504.9256","71468766178.7321","75711230771.7745","81486342989.5548","89028795055.9132","101603248473.221","114119549668.013","127563859479.374","124239476858.982","136858656279.808","141446569656.423","146127789163.241","151983350436.957","157726426211.136","163560289937.06","162206967889.124","164513828512.121","171626766869.264","185362871936.432","192849134106.197","208880643198.039","223223380690.808","238504448129.551","255817817489.38",
"Slovenia","SVN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26938867644.5379","25371536116.9515","24531923988.7589","25827501799.4484","27784330244.3451","27118369766.314","28395661031.2368","30292392684.5904","31691090003.5855","33725135986.596","35577452322.9334","37381898557.2193","39899174675.888","41747228377.727","45114082973.0246","47375967613.7248","51328698168.0764","55435876564.1314","59549872276.1045","55508501254.0802","56505035971.223","58948688238.2166","59218840691.9658","61044782666.8722","63038801633.1833","64680613571.9783","69334151784.9407","74761997302.4595","80094210481.808","88491661031.4007","87812276776.0687","96790459870.841","107883106099.669","114403545993.986","120202434629.026",
"Sweden","SWE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","174444541108.456","178277144632.824","180227351648.906","180688307192.513","191797327583.021","203627407961.271","211678675068.223","219479910038.053","229199087522.528","243559999570.165","262879690462.463","266427022654.496","276560060890.271","284796233898.644","304065756556.434","308796792803.43","342150890773.634","373372894927.264","386364552808.263","372620769211.713","393469864282.61","418907440738.07","430342211368.346","442560499744.059","454179386100.656","478054809710.972","499029649583.467","517711152885.815","540532181742.57","586373975348.365","595211778250.693","653401537327.892","696077173608.22","708681710101.324","750771294152.114",
"Eswatini","SWZ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2807272094.76597","2953298541.68758","3118050706.01875","3291104520.82845","3442072393.76006","3683826992.65865","3895394970.64174","4085519829.63538","4239019797.07001","4425864389.65062","4605786407.29298","4759168538.65317","5044821451.04078","5344036677.86251","5686613579.97076","6216737891.83715","6792457076.88542","7285915483.80246","7487313103.01275","7651396257.38349","8038185567.46275","8388385350.80315","8717061582.03999","9303890260.94781","9508092286.25292","9592033992.45495","9757468696.69039","9944607527.38217","9979139798.05611","10911800832.5906","11089502959.4158","12000822909.8146","13000358552.0008","13932070260.5826","14645762517.3661",
"Sint Maarten (Dutch part)","SXM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1220883869.30056","1275264093.5472","1361446644.96573","1244034957.24634","1297132717.26644","1595754082.34087","1670741627.98452","1715280492.62225","1734514654.41279","1654131914.00095","1846228425.4425","1595272169.0693","1683919292.28275","1980763467.4678","2130016574.19517","2257875752.07463",
"Seychelles","SYC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","622431372.600918","661243641.007752","724824607.692736","796196703.924782","793382976.873397","813946629.758746","911715858.822974","1040526382.28569","1078183419.92944","1113910040.38092","1187592257.38226","1186753668.67212","1219812767.94077","1170665972.04997","1167879581.23032","1312972127.14609","1480770423.74559","1655883380.29255","1641779267.1996","1610948498.79379","1703983497.04141","1904526849.5446","1965962288.1898","2022705629.98449","2282561394.46641","2376133656.96414","2727776636.94028","2939950358.56908","3105218260.84621","3340635866.25777","3057830378.36233","2975737695.0276","3593088408.93978","3806479822.17321","4033634641.49159",
"Syrian Arab Republic","SYR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62769892394.0055","67658923201.3911","71281640286.0085","78675556558.0617","99337766654.2033","107199859817.267","109716574910.853","",
"Turks and Caicos Islands","TCA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","726858425.814134","802146263.040071","649304927.463356","663668728.984606","708658396.459822","662277063.402563","703606307.60464","787844644.833084","878991200.659031","980029574.9139","1025196429.34741","1294624143.60061","1345630111.63417","866859707.740014","1133630688.91659","1385534118.5613","1632486730.74219","1766207429.49504",
"Chad","TCD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5758169020.59578","6460987564.84392","7136977365.66378","6158363138.19176","6927452087.34337","7160156591.16273","7452704792.45199","8009819076.59462","8662905438.13827","8725502284.97928","8844656667.20478","10098150563.6444","11125855243.1315","13015763525.3083","17860592901.9846","21613361022.8607","22163687245.5824","23755813867.2929","24966163326.6281","24783920528.817","28545454708.5689","30461038960.1658","32170419375.9758","28891559089.8221","30267066736.3152","34824885498.1589","32044391367.1726","32763179281.538","35993735511.6899","39237861358.9551","37652981933.4921","43413141699.6579","52506266944.3359","56635362494.0746","60124620441.2808",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2344652951643.65","2611417628915.58","2945192715919.67","3328452533501.29","3747405457216.05","4193311724328.78","4646262116069.03","5045456541768.17","5147863992737.93","5527224972477.25","6070562188131.26","6608809934590.91","7229190019776.57","8002740823887.81","8934205734648.75","10085735588964.8","11474642701277","13162515898228.2","14519086649415.4","15693739524246.9","17399999431850.5","19213759591803.1","21085971730662.8","22592790494107.4","23952136189705.7","24942863348439.2","26362374510790.5","28118797930471.8","30608184356577.3","33086270542459.3","33937109067428.6","38194881908502.3","42459440035601.9","46253864109985.2","49713944568728.6",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2975491535574.54","2896830802232.29","2706180890191.03","2646040119774.63","2455694328257","2498315757080.47","2560151583573.66","2681570515897.42","2523614768411.51","2612260108116.03","2890339509703.83","3052155313342.07","3266046055953.89","3574942982423.73","3988985594563.97","4434526798165.06","5248831256790.42","5863620403911.54","6702056762336.04","6556116246231.17","7044230985252.64","7785041730760.23","8264898844782.49","8875011539764.44","9116725894398.26","9069171947651.7","9372766058974.08","10047313457808.9","10802864857536.7","11694454053427.4","11918048540827.5","13780280577125.9","15151580436041.6","16279254935790.3","17314186598022.9",
"Togo","TGO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4439300422.11492","4557304674.19606","4475612868.05363","3890053989.36581","4568382816.62164","5030110340.31644","5574808233.42139","6486275772.79246","6408319917.92302","6660293056.22716","6757797630.08489","6966861585.32922","7345864620.12529","7994296097.79888","8128928446.10685","7992593755.10839","8457418597.03521","8584474484.96093","9102986199.14688","9658654582.45049","10348358489.4101","11176899996.0281","11682939062.7945","12497168116.4143","13473941586.2337","14404273148.1027","15189500689.044","15997658425.3211","17071648256.6892","18743273071.2737","20432437140.6536","22881375789.0174","25924518421.0834","28578384313.6457","30820719452.2057",
"Thailand","THA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","243614094304.347","273406869899.092","302241591508.015","334937597122.94","369446135469.444","407821471853.314","438759554266.087","434035819911.442","405406964960.849","429942634399.209","459270578997.915","485786532524.361","523671014978.533","572401201883.642","624761920445.432","671334138606.991","726416076225.396","786648045500.206","815641200192.586","815004207911.254","886887468620.454","912789677004.354","1014923127426.43","1062759710029.05","1078896775480.04","1113921789913.93","1181322173179.74","1250522147488.09","1347310632514.94","1427827121310.44","1372918881143.84","1451959884645.39","1595614286791.42","1686384776706.79","1770790698282.56",
"Tajikistan","TJK","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13943620063.4198","13391690260.6197","9724775693.14672","8322617829.23324","6689753766.82771","5981980136.80222","5074216353.9164","5248470243.22232","5589434109.03505","5878240231.49315","6511801775.93701","7296360377.61162","8209998212.67869","9293019173.13866","10525836908.176","11583212853.0447","12776250025.3119","14145938228.5982","15557549805.2658","16263992676.7335","17531653706.3314","19217458989.9627","21470286380.6837","23981005942.072","26555018899.7668","25719495030.4775","25833179135.519","27412327692.495","28565171550.94","32973431253.3471","35623586501.7738","39727222945.4623","45964333259.2586","51570629197.8085","57254340774.0345",
"Turkmenistan","TKM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20008209350.2033","19732257487.8342","17161502422.427","17831810093.0815","15061808082.8577","14270413260.2379","15505291740.8858","13974587734.9283","15134990046.562","17881777155.1443","19286953004.5509","20577895419.2653","20951419438.6908","22063453785.708","23789689667.2872","27733583832.6714","31725984088.6731","36189253577.8937","42308833205.7908","45166542919.474","49921266918.3145","58441023273.0774","64099926378.1677","69625757915.0254","75798477556.9655","79032357701.4529","82167730668.8496","86403378533.5301","95629644637.5132","105309565740.432","104880701502.71","116551626881.618","132602544199.709","146028887635.91","152946223418.887",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2671044058223.81","2862910337522.07","3016189010766.52","3156786013929.76","3378795535806.3","3494063784337","3683912925018.92","3948733204207.58","4097088703249.23","4155688068685.53","4408456159112.28","4533496769047.62","4614475239159.15","4802308702484.7","5226307187302.67","5636168040310.73","6204666931142.05","6728081273265.3","7157434802667.99","7107040999181.27","7643513712042.57","8251349844986.25","8527506109203.71","8907720708334.95","9191566721125.15","9156171889487.85","9406624966497.59","9896925808035.66","10417796533989","10761653200140.1","10428910435186.3","11768936525743","13210487091560.6","14004790954147","14677672566938.6",
"Timor-Leste","TLS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","521048755.33968","596384217.576244","673775394.242854","760133027.803049","831662484.292763","905830464.853506","996042886.894846","1053747832.49583","1044278772.21911","683595120.394097","1105092169.80085","1314742003.83579","1245667673.50852","1242540621.77147","1281057492.87752","1360657464.90284","1344884865.98863","1523119267.85351","1729365751.66443","1916592414.8058","2120905058.2381","2293643875.57212","2707989840.55098","2973246949.47284","3380077842.07778","3745031233.3965","4164913918.53211","4334794317.47985","4544057140.37793","5927904534.77824","8131467055.83302","9214418303.23059","7843625021.65762","6653072513.86234","6664784682.18532",
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1328181326845.79","1470538190323.19","1575796602195.2","1633900618345.18","1698299325479.84","1783566946622.49","1923521803134.23","2021048674301.53","2154560610077.05","2282122861694.19","2476603048139.76","2605412428420.62","2736950123721.23","2861767963455.55","3168397177615.58","3423068616596.7","3720348690590.38","4045865913510.27","4255014987189.65","4392308528627.95","4658779918239.64","4771681441370.96","4979540625238.24","5063965083064.86","5091707794113.15","4990073899380.03","5138444964102.87","5439616864791.12","5775095095110.82","5882236434512.26","6038190631894.66","6519448204352.57","7299818780829.17","7777526637394.46","8159290037249.51",
"Tonga","TON","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","240850946.299376","264969053.213627","271690178.343793","288526783.531902","309281859.087033","335432982.044333","341891354.487556","345698499.858096","357598159.906259","371008601.636435","393656191.969859","408527645.938931","433251935.788937","442034571.874097","444988336.917726","455922516.984036","459804185.596433","460623493.325429","492329331.639644","469957723.059784","479590457.709948","522298522.972838","536917937.651318","548206674.779762","568856651.625818","580530288.892001","624718688.152662","656269919.932237","675919873.282899","685643603.561763","707144886.352161","742114235.069721","776659170.824984","821375658.673323","",
"South Asia (IDA & IBRD)","TSA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1212849374424.79","1272145864415.63","1371682596939.84","1471712125621.61","1599306507539.91","1751009970244.23","1910251281995.49","2024482733109.31","2170254271586.81","2383398968890.6","2536238962187.44","2713312134101.34","2859422426237.32","3134733990232.02","3463451635972.38","3846944826789.95","4278913326927.28","4726672615358.08","4982872718289.94","5387862973102.88","5902051664032.64","6350195643846.29","6991737617739.2","7392882711005.44","7777889469643","8229844817153.44","8909236847190.46","9557427265644.88","10566336307781.6","11379996636970.3","11298025991067.3","13103387829233.9","15045670980348.5","16919013422384.7","18405750941967.6",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","927355693590.272","964293636859.392","983915500986.82","1001575179245.87","1033724200295.48","1092343634115.62","1170029360932.53","1242460376696.68","1289161720686.28","1338634399029.02","1417930792531.76","1512348043537.91","1630313815314.81","1733061959006.09","1897725391773.69","2076412687440.36","2270725207868.54","2475693270886.97","2656645201454.11","2751289946941.52","2949096444114.81","3143754065955.58","3230559819909.78","3450517163686.11","3707750956189.48","3808831946783.59","3944899675470.24","4177735565339.2","4316339301705.12","4612601224190.14","4648714927196.54","5092757793950.75","5666029047186.69","6021610376538.01","6390448032629.79",
"Trinidad and Tobago","TTO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8612212473.27298","9180573278.6363","10337494266.1858","10511717212.5761","11119141565.1677","11784787156.132","12856714602.9172","14062292626.3647","15375674026.777","16844585171.4649","18414986312.3139","19614552541.2731","21500303544.3031","25090943424.7232","27814044184.8483","30467245569.9527","35555034981.247","38254469952.5593","40314012462.614","38781259246.7827","40557013589.9624","41271904854.1059","42570297060.6539","42557597455.346","43086668717.1986","40254444954.3607","38222751751.5697","38670271303.4351","38982018420.5546","40174163569.8835","36714254092.0185","41607493861.9341","45056280789.3976","47343724129.5556","49288895345.5197",
"Tunisia","TUN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31464019085.5177","33798146188.0168","37266668916.0142","38985429953.528","41083421171.4023","42931216044.0875","46841251004.8175","50241559387.4467","53236655267.7687","57258903705.124","61313898053.8926","65074550336.3664","66959827913.5561","71492709892.8304","77993230437.0265","83243203695.8432","90310265369.8293","98980554529.7408","105163019449.886","109031969301.752","113635873878.191","113606614096.659","116862242696.596","118895810770.27","123418430878.512","122945411435.233","126742366551.332","131519908969.82","139320230402.965","148376650136.515","142707604074.227","149936984870.616","164920776695.978","170922172724.961","177419626655.921",
"Turkiye","TUR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","459622869909.126","479623002509.401","520003285775.237","575128310466.254","555430499634.542","607831667113.743","661369939615.493","722169136910.542","558260454866.419","546531228972.082","609012301398.467","595895417268.146","612446571084.024","641096984002.846","735785897620.4","815102819831.078","945291887133.81","1043000500284.33","1139547816150.73","1112437870348.36","1268553834186.7","1454111481655.52","1550688774591.71","1703669566586.39","1860471150579.8","2022939852651.27","2116397789617.2","2264269908091.15","2303774665903.06","2350308130312.31","2391489351774.66","2637031078345.11","3322805935564.67","3611520825480.45","3757012846422.01",
"Tuvalu","TUV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14743644.7417144","15792367.555293","16602704.8357854","17694928.462881","19931239.3098157","19330772.5946315","18511197.2116127","20714076.4187835","24193884.6635914","24152536.5864826","24788173.8816844","24884455.671846","28053935.5225242","26856121.0661838","27140394.8064054","27112989.4138317","28027173.7924934","30895743.1732363","33967419.606537","32240162.8942646","31259598.4054182","34236508.2824675","34665165.1969764","36052623.9876466","37552677.4294873","41393609.2914116","44057326.1998254","45940206.0596526","47645549.2917108","55123835.9255832","53265739.9121288","54568264.1071132","56566149.3258563","60378318.7776043","",
"Tanzania","TZA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23491355567.8617","24788987575.1693","25502040902.7438","26421314765.6775","27408503035.153","28982148611.615","30853910834.607","32492413241.2375","34076111627.8463","36239191742.8155","38735486575.7509","42012196526.7003","45691379981.6238","49702556051.3793","54868980890.2991","60820175034.8265","66791196428.0246","73244007996.3247","78900413702.286","83570043783.4841","89945449520.1172","98844247428.6534","95839768784.7191","103152549535.165","108559934988.865","116992999511.588","127160946763.025","133500817705.841","151987436389.558","171137212069.963","194561908147.279","212790081675.953","238369618090.938","259466130648.377","280425918025.025",
